70315;177248;1226;119;137;48.8000;145.8000;1
70316;177248;1226;119;351;85.0000;182.3000;1
70317;177248;1226;120;110;85.0000;182.3000;1
70318;177248;1226;120;149;85.0000;182.3000;1
70319;177248;1226;120;261;85.0000;182.3000;1
70320;177248;1226;121;64;39.5000;136.5000;1
70321;177248;1226;121;197;39.5000;136.5000;1
70322;177248;1226;121;351;115.4000;309.6000;2
70323;177248;1226;122;137;39.5000;136.5000;1
70324;177248;1226;122;203;79.1000;273.0000;2
70325;177248;1226;122;268;39.5000;136.5000;1
70326;177248;1226;123;185;20.8000;117.5000;1
70327;177248;1226;123;261;79.1000;273.0000;2
70328;177248;1226;124;110;169.8000;364.6000;2
70329;177248;1226;124;137;39.5000;136.5000;1
70330;177248;1226;124;197;79.1000;273.0000;2
70331;177248;1226;124;268;39.5000;136.5000;1
70332;177248;1226;125;64;52.0000;245.7000;2
70333;177248;1226;125;197;25.0000;218.4000;2
70334;177248;1226;125;268;12.5000;109.2000;1
70335;177248;1226;126;149;12.5000;109.2000;1
70336;177248;1226;126;197;12.5000;109.2000;1
70337;177248;1226;129;149;39.5000;136.5000;1
70338;177248;1226;130;137;-41.6000;54.6000;1
70339;177248;1226;131;3;12.5000;109.2000;1
70340;177248;1226;132;110;-5.4000;91.1000;1
70341;177248;1226;132;149;39.5000;136.5000;1
70342;177248;1226;133;3;-5.8000;90.7000;1
70343;177248;1226;133;137;-5.8000;90.7000;1
70344;177248;1226;133;261;-5.8000;90.7000;1
70345;177248;1226;133;351;-5.8000;90.7000;1
70346;177248;1226;135;185;-24.0000;72.4000;1
70347;177248;1226;137;261;-24.0000;72.4000;1
70348;177248;735;118;3;31.1000;127.6000;1
70349;177248;735;118;149;85.4000;182.3000;1
70350;177248;735;118;185;85.4000;182.3000;1
70351;177248;735;119;3;155.8000;638.0000;5
70352;177248;735;119;110;85.4000;182.3000;1
70353;177248;735;119;185;51.6000;244.3000;2
70354;177248;735;120;64;85.4000;182.3000;1
70355;177248;735;120;137;85.4000;182.3000;1
70356;177248;735;120;197;170.8000;364.6000;2
70357;177248;735;120;203;170.8000;364.6000;2
70358;177248;735;121;3;85.4000;182.3000;1
70359;177248;735;121;137;85.4000;182.3000;1
70360;177248;735;121;203;40.0000;136.5000;1
70361;177248;735;122;64;80.0000;273.0000;2
70362;177248;735;122;137;80.0000;273.0000;2
70363;177248;735;122;185;40.0000;136.5000;1
70364;177248;735;122;261;40.0000;136.5000;1
70365;177248;735;123;3;79.9000;273.0000;2
70366;177248;735;123;137;40.0000;136.5000;1
70367;177248;735;123;203;40.0000;136.5000;1
70368;177248;735;124;3;40.0000;136.5000;1
70369;177248;735;124;137;40.0000;136.5000;1
70370;177248;735;124;197;80.0000;273.0000;2
70371;177248;735;124;203;146.5000;532.3000;4
70372;177248;735;125;149;38.9000;327.6000;3
70373;177248;735;125;261;25.8000;218.4000;2
70374;177248;735;126;3;40.0000;136.5000;1
70375;177248;735;126;261;12.9000;109.2000;1
70376;177248;735;127;137;40.0000;136.5000;1
70377;177248;735;127;203;40.0000;136.5000;1
70378;177248;735;127;261;40.0000;136.5000;1
70379;177248;735;128;149;40.0000;136.5000;1
70380;177248;735;128;261;40.0000;136.5000;1
70381;177248;735;129;64;-27.6000;68.2000;1
70382;177248;735;129;185;40.0000;136.5000;1
70383;177248;735;129;351;58.1000;154.8000;1
70384;177248;735;130;137;40.0000;136.5000;1
70385;177248;735;130;185;40.0000;136.5000;1
70386;177248;735;131;3;-5.4000;90.7000;1
70387;177248;735;131;137;-5.4000;90.7000;1
70388;177248;735;131;197;12.4000;204.7000;2
70389;177248;735;132;261;-10.7000;181.4000;2
70390;177248;735;133;110;-10.8000;181.4000;2
70391;177248;735;133;185;-5.4000;90.7000;1
70392;177248;735;133;261;-5.4000;90.7000;1
70393;177248;735;134;261;-5.4000;90.7000;1
70394;177248;735;135;149;-57.8000;326.1000;4
70395;177248;735;136;3;-47.1000;144.7000;2
70396;177248;735;136;185;-5.4000;90.7000;1
70397;177248;735;136;261;-5.4000;90.7000;1
70398;177248;735;137;3;-23.5000;72.4000;1
70399;177248;735;137;110;-23.5000;72.4000;1
70400;177264;1103;112;137;280.1000;519.4000;3
70401;177264;1103;112;268;186.7000;346.2000;2
70402;177264;1103;112;352;48.0000;127.3000;1
70403;177264;1103;113;110;608.4000;1166.1000;7
70404;177264;1103;113;64;417.0000;815.1000;5
70405;177264;1103;113;197;1077.9000;2113.2000;13
70406;177264;1103;113;203;338.5000;736.0000;5
70407;177264;1103;113;277;361.7000;759.4000;5
70408;177264;1103;113;352;426.8000;982.9000;7
70409;177264;1103;114;64;467.0000;865.6000;5
70410;177264;1103;114;64;653.8000;1211.9000;7
70411;177264;1103;114;197;1629.8000;3064.3000;18
70412;177264;1103;114;261;467.0000;865.6000;5
70413;177264;1103;114;268;1003.1000;1879.8000;11
70414;177264;1103;114;352;560.4000;1038.7000;6
70415;177264;1103;115;64;747.7000;1385.0000;8
70416;177264;1103;115;137;1402.5000;2596.9000;15
70417;177264;1103;115;197;2056.8000;3808.7000;22
70418;177264;1103;115;268;841.5000;1558.1000;9
70419;177264;1103;115;351;1495.6000;2770.0000;16
70420;177264;1103;115;352;1028.1000;1904.4000;11
70421;177264;1103;116;110;1215.7000;2250.6000;13
70422;177264;1103;116;149;1028.6000;1904.4000;11
70423;177264;1103;116;197;1215.7000;2250.6000;13
70424;177264;1103;116;268;1028.6000;1904.4000;11
70425;177264;1103;116;351;654.6000;1211.9000;7
70426;177264;1103;117;3;374.1000;692.5000;4
70427;177264;1103;117;64;280.5000;519.4000;3
70428;177264;1103;117;64;1496.2000;2770.0000;16
70429;177264;1103;117;197;1028.6000;1904.4000;11
70430;177264;1103;117;261;467.6000;865.6000;5
70431;177264;1103;117;351;374.1000;692.5000;4
70432;177264;1103;118;3;1309.2000;2423.7000;14
70433;177264;1103;118;110;1215.7000;2250.6000;13
70434;177264;1103;118;137;1776.7000;3289.4000;19
70435;177264;1103;118;197;1028.6000;1904.4000;11
70436;177264;1103;118;261;280.5000;519.4000;3
70437;177264;1103;118;277;592.8000;1149.6000;7
70438;177264;1103;119;3;1122.0000;2077.5000;12
70439;177264;1103;119;110;1776.7000;3289.4000;19
70440;177264;1103;119;149;841.6000;1558.1000;9
70441;177264;1103;119;185;663.9000;1378.9000;9
70442;177264;1103;119;261;561.1000;1038.7000;6
70443;177264;1103;119;277;1309.2000;2423.7000;14
70444;177264;1103;119;352;1104.9000;2060.2000;12
